"FISHID","fish_name","scientific_name","family","genus","gear","fisher_ID","date","month","year","village","time_decimal","total_weight","number_fish","total_sold","total_consumed"
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,10,2017-01-31,1,2017,3,3.75,0.57,19,0.3,0.27
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,30,2017-06-08,6,2017,1,5.83,2.74126684758985,60,2.74126684758985,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,6,2017-05-27,5,2017,2,4,1.315,27,1.315,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,2,2016-07-22,7,2016,3,5.1,0.13,3,0.13,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,25,2016-11-13,11,2016,3,2.33,0.03,1,0,0.03
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,30,2016-06-10,6,2016,1,3.17,0.502565588724806,11,0.502565588724806,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",8,5,2016-11-13,11,2016,3,3.2,0.24,10,0.24,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,33,2016-07-26,7,2016,1,3.17,0.365502246345314,8,0.365502246345314,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,16,2016-06-29,6,2016,2,5.97,0.125,1,0.125,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,52,2017-02-11,2,2017,1,3.48,0.913755615863284,20,0.913755615863284,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,47,2016-06-16,6,2016,1,4.75,0.182751123172657,4,0.182751123172657,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,39,2017-05-15,5,2017,1,3.42,0.04,1,0,0.04
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,16,2016-06-16,6,2016,2,4.93,0.16,5,0.16,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,13,2016-09-26,9,2016,2,3.5,0.055,1,0.055,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,47,2017-05-15,5,2017,1,3.83,0.025,1,0,0.025
24,"angaravoha","Terapon jarbua",NA,"Terapon",8,30,2016-10-20,10,2016,1,1,0.411190027138478,9,0.411190027138478,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,22,2017-05-15,5,2017,3,3.03,0.42,16,0,0.42
24,"angaravoha","Terapon jarbua",NA,"Terapon",8,22,2017-04-23,4,2017,3,2.9,0.085,3,0,0.085
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,6,2016-03-14,3,2016,2,5.5,0.165,3,0.165,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,9,2016-04-10,4,2016,2,3.33,0.34,5,0,0.34
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,9,2016-08-22,8,2016,2,3.42,0.07,1,0,0.07
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,9,2017-05-20,5,2017,2,3.17,0.04,1,0,0.04
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,6,2017-05-15,5,2017,1,3.5,0.08,1,0,0.08
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,2,2017-02-22,2,2017,1,3.25,1.37063342379493,30,1.37063342379493,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,6,2016-03-26,3,2016,2,4.5,0.055,1,0,0.055
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,14,2016-09-23,9,2016,1,6.5,0.456877807931642,10,0.456877807931642,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,13,2016-06-15,6,2016,2,5.75,0.05,1,0,0.05
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,26,2017-05-15,5,2017,3,3.1,0.42,20,0.42,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,4,2016-02-26,2,2016,1,4.08,0.07,2,0,0.07
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,9,2016-03-12,3,2016,1,6.27,0.593941150311135,13,0.593941150311135,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,6,2017-04-01,4,2017,2,4.33,3.33,81,3.33,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",8,3,2016-11-26,11,2016,2,4.58,0.05,1,0,0.05
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,5,2017-03-25,3,2017,3,3.03,0.325,13,0.325,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,6,2016-03-26,3,2016,2,4.5,0.52,6,0.52,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,13,2016-11-13,11,2016,3,3.4,0.11,3,0.11,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",8,2,2016-09-26,9,2016,3,2.8,0.06,2,0.06,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,33,2016-02-22,2,2016,1,6.72,0.182751123172657,4,0.182751123172657,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,13,2017-03-25,3,2017,3,2.32,0.115,2,0.115,0
24,"angaravoha","Terapon jarbua",NA,"Terapon",1,6,2016-04-22,4,2016,2,5.5,0.41,12,0.41,0
25,"ango","Scomberomorus spp.",NA,"Scomberomorus",1,30,2016-02-26,2,2016,1,6.42,0.14,1,0.14,0
25,"ango","Scomberomorus spp.",NA,"Scomberomorus",1,6,2016-03-26,3,2016,2,4.5,0.14,1,0,0.14
25,"ango","Scomberomorus spp.",NA,"Scomberomorus",1,30,2016-03-12,3,2016,1,4.27,0.28,2,0.28,0
26,"kiranga","Mulloidichthys vanicolensis",NA,"Mulloidichthys",1,24,2016-12-18,12,2016,3,1.08,4.75,193,4.15,0.6
26,"kiranga","Mulloidichthys vanicolensis",NA,"Mulloidichthys",2,41,2016-10-09,10,2016,1,4.87,0.025,1,0,0.025
26,"kiranga","Mulloidichthys vanicolensis",NA,"Mulloidichthys",1,15,2017-07-24,7,2017,1,3.43,0.207685664939551,5,0.207685664939551,0
26,"kiranga","Mulloidichthys vanicolensis",NA,"Mulloidichthys",2,41,2016-03-22,3,2016,1,2.43,0.075,1,0,0.075
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",1,30,2016-03-12,3,2016,1,4.27,5.54166666666667,5,5.54166666666667,0
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",1,27,2016-03-12,3,2016,1,1.5,0.545,1,0.545,0
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",1,23,2016-03-12,3,2016,1,4.75,1.10833333333333,1,1.10833333333333,0
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",1,23,2016-06-19,6,2016,4,2.83,1.915,1,1.915,0
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",1,47,2016-04-23,4,2016,1,3.9,2.21666666666667,2,2.21666666666667,0
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",1,34,2016-03-12,3,2016,1,6.5,2.21666666666667,2,2.21666666666667,0
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",1,25,2016-02-09,2,2016,1,4.5,15.5166666666667,14,15.5166666666667,0
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",1,10,2017-02-24,2,2017,4,3.5,2.595,3,2.595,0
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",1,30,2016-02-26,2,2016,1,6.42,1.10833333333333,1,0,1.2
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",1,34,2016-02-09,2,2016,1,NA,13.3,12,13.3,0
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",1,5,2016-02-26,2,2016,1,6.5,1.10833333333333,1,1.10833333333333,0
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",1,23,2016-02-09,2,2016,1,5.75,2.21666666666667,2,2.21666666666667,0
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",8,36,2016-02-09,2,2016,1,6.75,1.10833333333333,1,1.10833333333333,0
27,"antendromaso","Sphyrna lewini",NA,"Sphyrna",1,35,2016-02-22,2,2016,1,7.75,1.10833333333333,1,1.10833333333333,0
28,"antida",NA,NA,NA,2,14,2016-05-25,5,2016,4,3.25,0.405,2,0,0.405
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",2,5,2016-03-26,3,2016,3,6,1.296,12,0.656,0.64
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",1,1,2016-04-28,4,2016,5,2,0.15,4,0.15,0
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",1,49,2016-02-09,2,2016,1,6.5,3.81475702075702,1,3.81475702075702,0
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",2,8,2016-03-26,3,2016,3,4.75,1.614,14,0,1.614
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",1,26,2017-04-20,4,2017,5,1.83,87,2,87,0
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",2,7,2016-03-26,3,2016,3,1.87,0.362,4,0,0.362
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",1,8,2016-09-21,9,2016,2,6.42,0.125,1,0.125,0
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",2,6,2016-03-26,3,2016,3,2.73,1.732,18,1.24,0.492
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",2,3,2016-12-09,12,2016,2,3.75,4.085,1,4.085,0
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",1,11,2017-04-20,4,2017,5,2.08,0.065,1,0.065,0
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",2,3,2016-03-14,3,2016,4,4,0.81,3,0,0.81
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",1,18,2016-10-26,10,2016,1,3.33,0.82,1,0,0.82
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",2,11,2016-04-19,4,2016,4,3.5,0.733,3,0,0.733
29,"antseraka","Hemiramphus far",NA,"Hemiramphus",1,10,2016-04-22,4,2016,5,2,0.07,2,0.07,0
30,"antseradava","Tylosurus crocodilus crocodilus",NA,"Tylosurus",7,16,2016-07-19,7,2016,4,2,0.04,1,0.04,0
30,"antseradava","Tylosurus crocodilus crocodilus",NA,"Tylosurus",7,26,2016-07-19,7,2016,4,3,1.675,2,0,1.675
30,"antseradava","Tylosurus crocodilus crocodilus",NA,"Tylosurus",7,25,2016-07-19,7,2016,4,1,0.185,3,0.185,0
31,"antserakandana","Hyporhampus affinis",NA,"Hyporhampus",2,20,2016-05-14,5,2016,4,5.33,0.552,3,0,0.552
31,"antserakandana","Hyporhampus affinis",NA,"Hyporhampus",7,16,2016-07-19,7,2016,4,2,0.065,2,0.065,0
31,"antserakandana","Hyporhampus affinis",NA,"Hyporhampus",1,8,2016-04-12,4,2016,4,7.25,6.215,56,6.215,0
32,"antsindagnorana",NA,NA,NA,1,22,2016-11-14,11,2016,4,1.17,1.66,1,0,1.66
32,"antsindagnorana",NA,NA,NA,1,36,2016-10-09,10,2016,1,5.33,1.98,1,0,1.98
33,"antsingora","Carcharhinus sp.",NA,"Carcharhinus",1,35,2016-02-22,2,2016,1,7.75,2.445,2,0.445,2
33,"antsingora","Carcharhinus sp.",NA,"Carcharhinus",1,34,2016-03-12,3,2016,1,6.5,6.1125,5,6.1125,0
33,"antsingora","Carcharhinus sp.",NA,"Carcharhinus",1,35,2016-03-12,3,2016,1,5.25,3.6675,3,3.6675,0
33,"antsingora","Carcharhinus sp.",NA,"Carcharhinus",1,30,2016-02-26,2,2016,1,6.42,2.445,2,2.445,0
33,"antsingora","Carcharhinus sp.",NA,"Carcharhinus",1,18,2017-05-27,5,2017,2,2.5,2.12,1,0,2.12
33,"antsingora","Carcharhinus sp.",NA,"Carcharhinus",1,30,2016-03-12,3,2016,1,4.27,7.335,6,7.335,0
33,"antsingora","Carcharhinus sp.",NA,"Carcharhinus",1,28,2016-02-22,2,2016,1,4.2,1.2225,1,0.2225,1
33,"antsingora","Carcharhinus sp.",NA,"Carcharhinus",1,29,2016-03-18,3,2016,1,3.17,0.21,1,0,0.21
33,"antsingora","Carcharhinus sp.",NA,"Carcharhinus",1,25,2016-02-09,2,2016,1,4.5,4.89,4,4.89,0
33,"antsingora","Carcharhinus sp.",NA,"Carcharhinus",1,6,2016-03-26,3,2016,2,4.5,2.675,2,2.675,0
33,"antsingora","Carcharhinus sp.",NA,"Carcharhinus",1,5,2016-02-26,2,2016,1,6.5,1.2225,1,1.2225,0
33,"antsingora","Carcharhinus sp.",NA,"Carcharhinus",1,23,2016-03-12,3,2016,1,4.75,2.445,2,2.445,0
34,"babagniana",NA,NA,NA,1,8,2016-09-21,9,2016,2,6.42,0.125,1,0.125,0
35,"babaonga","Neopomacentrus sp.",NA,"Neopomacentrus",1,13,2016-09-26,9,2016,2,3.5,0.11,1,0,0.11
35,"babaonga","Neopomacentrus sp.",NA,"Neopomacentrus",1,17,2016-10-26,10,2016,2,4.8,0.99,14,0.99,0
35,"babaonga","Neopomacentrus sp.",NA,"Neopomacentrus",1,9,2016-05-30,5,2016,2,4.33,0.095,1,0,0.095
35,"babaonga","Neopomacentrus sp.",NA,"Neopomacentrus",1,10,2016-04-19,4,2016,4,3.5,1.708,16,1.708,0
35,"babaonga","Neopomacentrus sp.",NA,"Neopomacentrus",1,5,2017-03-24,3,2017,4,1.5,0.27,1,0,0.27
35,"babaonga","Neopomacentrus sp.",NA,"Neopomacentrus",1,22,2016-11-14,11,2016,4,1.17,0.295,1,0.295,0
35,"babaonga","Neopomacentrus sp.",NA,"Neopomacentrus",1,9,2016-09-22,9,2016,2,3.2,0.1,1,0,0.1
35,"babaonga","Neopomacentrus sp.",NA,"Neopomacentrus",2,46,2017-04-23,4,2017,4,4.5,0.3,1,0.3,0
36,"bafohy","Lutjanus rivulatus",NA,"Lutjanus",7,58,2017-08-26,8,2017,4,2,3.5,1,3.5,0
36,"bafohy","Lutjanus rivulatus",NA,"Lutjanus",1,9,2016-10-14,10,2016,4,2,1.486,3,0,1.486
37,"toho","Parapercis sp.",NA,"Parapercis",1,14,2017-02-22,2,2017,1,6.25,0.055,1,0,0.055
37,"toho","Parapercis sp.",NA,"Parapercis",1,47,2016-09-23,9,2016,1,5.25,0.0872696428571429,1,0.0872696428571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,11,2016-07-17,7,2016,3,3.33,0.19,3,0,0.19
37,"toho","Parapercis sp.",NA,"Parapercis",1,16,2016-08-07,8,2016,3,1.65,0.125,2,0,0.125
37,"toho","Parapercis sp.",NA,"Parapercis",1,34,2017-05-23,5,2017,1,6.9,4.36348214285714,50,4.36348214285714,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,42,2017-07-24,7,2017,1,7.73,0.0872696428571429,1,0.0872696428571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,54,2017-05-15,5,2017,1,4.83,0.349078571428571,4,0.349078571428571,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,5,2016-09-17,9,2016,3,2.78,0.39,5,0,0.39
37,"toho","Parapercis sp.",NA,"Parapercis",8,5,2016-05-18,5,2016,3,3.7,0.977,4,0.977,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,9,2017-01-11,1,2017,1,2.5,0.07,1,0,0.07
37,"toho","Parapercis sp.",NA,"Parapercis",1,57,2017-05-15,5,2017,1,4.83,0.6108875,7,0.6108875,0
37,"toho","Parapercis sp.",NA,"Parapercis",8,2,2016-09-26,9,2016,3,2.8,0.2,2,0,0.2
37,"toho","Parapercis sp.",NA,"Parapercis",1,35,2016-02-22,2,2016,1,7.75,0.523617857142857,6,0.523617857142857,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,36,2017-05-23,5,2017,1,7.17,2.44355,28,2.44355,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,29,2017-07-24,7,2017,1,5.53,0.155,1,0,0.155
37,"toho","Parapercis sp.",NA,"Parapercis",1,47,2017-05-15,5,2017,1,3.83,0.08,1,0,0.08
37,"toho","Parapercis sp.",NA,"Parapercis",7,9,2017-04-26,4,2017,4,2.58,0.115,2,0,0.115
37,"toho","Parapercis sp.",NA,"Parapercis",1,4,2017-07-24,7,2017,1,3.5,0.349078571428571,4,0.349078571428571,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,35,2016-05-14,5,2016,1,3.68,0.095,1,0,0.095
37,"toho","Parapercis sp.",NA,"Parapercis",1,16,2016-02-09,2,2016,1,6,0.436348214285714,5,0.436348214285714,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,2,2017-02-15,2,2017,1,4.17,0.19,2,0,0.19
37,"toho","Parapercis sp.",NA,"Parapercis",1,30,2016-07-20,7,2016,1,4.42,0.698157142857143,8,0.698157142857143,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,6,2017-08-20,8,2017,1,3,0.349078571428571,4,0.349078571428571,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,47,2016-08-12,8,2016,1,4.58,0.872696428571429,10,0.872696428571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,16,2017-05-15,5,2017,1,6.55,0.05,1,0,0.05
37,"toho","Parapercis sp.",NA,"Parapercis",1,10,2016-06-11,6,2016,3,2.3,0.335,3,0,0.335
37,"toho","Parapercis sp.",NA,"Parapercis",4,16,2016-04-27,4,2016,4,3.42,0.966,20,0,0.966
37,"toho","Parapercis sp.",NA,"Parapercis",1,36,2017-07-23,7,2017,1,6.92,0.698157142857143,8,0.698157142857143,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,30,2017-06-08,6,2017,1,5.83,1.39631428571429,16,1.39631428571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",8,36,2016-02-09,2,2016,1,6.75,0.261808928571429,3,0.261808928571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,5,2016-02-26,2,2016,1,6.5,0.0872696428571429,1,0.0872696428571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,49,2016-02-22,2,2016,1,5.75,0.698157142857143,8,0.698157142857143,0
37,"toho","Parapercis sp.",NA,"Parapercis",8,2,2016-09-17,9,2016,3,1.75,0.3,4,0,0.3
37,"toho","Parapercis sp.",NA,"Parapercis",1,27,2017-07-23,7,2017,1,3.63,0.261808928571429,3,0.261808928571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",8,30,2016-12-13,12,2016,1,6,0.09,2,0,0.09
37,"toho","Parapercis sp.",NA,"Parapercis",8,10,2017-02-11,2,2017,1,4.5,0.0872696428571429,1,0.0872696428571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",7,9,2016-05-25,5,2016,4,4,0.474,2,0,0.474
37,"toho","Parapercis sp.",NA,"Parapercis",1,33,2017-05-15,5,2017,1,4.03,0.261808928571429,3,0.261808928571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,16,2017-02-27,2,2017,1,8.63,0.055,1,0,0.055
37,"toho","Parapercis sp.",NA,"Parapercis",8,5,2017-04-15,4,2017,3,2.25,0.09,3,0,0.09
37,"toho","Parapercis sp.",NA,"Parapercis",1,36,2016-12-13,12,2016,1,5.68,0.035,1,0,0.035
37,"toho","Parapercis sp.",NA,"Parapercis",1,30,2017-02-27,2,2017,1,5.93,1.39631428571429,16,1.39631428571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,54,2017-05-23,5,2017,1,6.62,0.872696428571429,10,0.872696428571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,34,2017-06-08,6,2017,1,6.9,0.698157142857143,8,0.698157142857143,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,8,2017-06-08,6,2017,1,4.37,0.14,2,0,0.14
37,"toho","Parapercis sp.",NA,"Parapercis",1,8,2016-04-23,4,2016,1,5,0.13,1,0.13,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,17,2016-02-26,2,2016,1,4.75,0.075,1,0,0.075
37,"toho","Parapercis sp.",NA,"Parapercis",1,47,2017-02-11,2,2017,1,1.5,0.261808928571429,3,0.261808928571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,6,2017-07-23,7,2017,1,4.22,0.436348214285714,5,0.436348214285714,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,6,2017-05-15,5,2017,1,3.5,0.436348214285714,5,0.436348214285714,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,14,2016-07-08,7,2016,1,7.75,0.785426785714286,9,0.785426785714286,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,33,2016-07-08,7,2016,1,3.17,0.959966071428571,11,0.959966071428571,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,36,2016-07-08,7,2016,1,6.25,0.959966071428571,11,0.959966071428571,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,29,2016-04-23,4,2016,1,4.13,2.35628035714286,27,2.35628035714286,0
37,"toho","Parapercis sp.",NA,"Parapercis",8,10,2016-05-26,5,2016,3,2.82,0.655,5,0.655,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,12,2016-09-26,9,2016,3,2.83,0.06,1,0,0.06
37,"toho","Parapercis sp.",NA,"Parapercis",1,33,2017-06-08,6,2017,1,4.55,0.523617857142857,6,0.523617857142857,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,27,2017-03-23,3,2017,1,5,0.05,1,0,0.05
37,"toho","Parapercis sp.",NA,"Parapercis",1,4,2017-03-23,3,2017,1,6.08,0.349078571428571,4,0.349078571428571,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,36,2017-02-22,2,2017,1,7.42,2.44355,28,2.44355,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,49,2016-09-30,9,2016,1,5.75,0.698157142857143,8,0.698157142857143,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,16,2017-05-23,5,2017,1,6.05,6.80703214285714,78,6.80703214285714,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,4,2017-04-26,4,2017,1,4.45,0.261808928571429,3,0.261808928571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,38,2017-02-11,2,2017,1,2.67,0.698157142857143,8,0.698157142857143,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,52,2017-02-27,2,2017,1,3.87,0.261808928571429,3,0.261808928571429,0
37,"toho","Parapercis sp.",NA,"Parapercis",1,18,2016-08-07,8,2016,3,3.1,0.085,1,0,0.085
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,8,2016-03-22,3,2016,2,3,0.165,5,0,0.165
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,8,2017-07-28,7,2017,2,3.83,0.075,1,0.075,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,23,2016-11-13,11,2016,3,2.2,0.03,1,0,0.03
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,7,2016-03-22,3,2016,2,4.5,0.16,3,0,0.16
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,8,2016-04-22,4,2016,5,5.5,1.41,47,1.41,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,5,2016-11-26,11,2016,2,3.25,0.145,3,0.145,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,16,2016-06-16,6,2016,2,4.93,0.165,1,0,0.165
38,"bemasoa","Decapterus sp.",NA,"Decapterus",8,16,2016-11-26,11,2016,2,7.25,0.6,11,0.6,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,8,2017-04-30,4,2017,2,4.08,0.09,2,0,0.09
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,9,2016-03-22,3,2016,2,4,0.14,5,0.14,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,9,2016-06-20,6,2016,2,4.17,0.11,1,0,0.11
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,16,2017-09-17,9,2017,2,4.4,0.235,2,0.235,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,13,2017-03-25,3,2017,3,2.32,0.125,3,0.125,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,13,2017-01-22,1,2017,2,3,0.105,2,0,0.105
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,8,2016-12-09,12,2016,2,3.5,0.105,1,0,0.105
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,13,2016-09-26,9,2016,2,3.5,0.57,6,0.57,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,19,2016-05-14,5,2016,4,4.33,0.11,2,0,0.11
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,8,2017-06-21,6,2017,2,3.83,0.09,1,0,0.09
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,36,2016-12-13,12,2016,1,5.68,0.185373891301852,3,0.185373891301852,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,5,2017-03-25,3,2017,3,3.03,0.11,3,0,0.11
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,29,2016-10-09,10,2016,1,5.13,0.055,1,0,0.055
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,8,2016-12-23,12,2016,2,4.83,0.0617912971006172,1,0.0617912971006172,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,26,2017-05-15,5,2017,3,3.1,0.285,6,0.285,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,5,2017-04-22,4,2017,2,3.17,0.28,6,0.28,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,17,2016-10-26,10,2016,2,4.8,0.31,4,0.31,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,9,2016-04-01,4,2016,5,5,0.975,39,0.975,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,24,2016-11-13,11,2016,3,2.32,0.105,3,0.105,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,5,2017-01-31,1,2017,3,3.5,0.36,6,0,0.36
38,"bemasoa","Decapterus sp.",NA,"Decapterus",8,10,2016-10-16,10,2016,3,3.33,0.34,5,0,0.34
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,5,2017-01-31,1,2017,3,3.58,0.9,13,0.9,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,6,2017-09-24,9,2017,2,6.58,0.14,1,0,0.14
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,17,2016-08-22,8,2016,2,4.22,1.9,39,1.9,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,35,2016-11-14,11,2016,4,2.33,5.845,73,5.845,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,39,2017-04-26,4,2017,1,6.5,0.247165188402469,4,0.247165188402469,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,49,2016-06-10,6,2016,1,3.25,0.0617912971006172,1,0.0617912971006172,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,14,2016-06-29,6,2016,2,4.75,0.215,3,0.215,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,9,2016-09-22,9,2016,2,3.2,0.345,8,0.345,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,16,2016-04-26,4,2016,2,5.5,0.17,7,0.17,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",2,39,2017-06-17,6,2017,4,3,1.209,30,1.209,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,5,2016-03-14,3,2016,2,2.67,0.16,3,0,0.16
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,2,2016-10-29,10,2016,3,1.63,0.37,10,0,0.37
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,6,2017-02-17,2,2017,2,4.42,0.62,37,0.62,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,15,2017-04-15,4,2017,3,1.7,0.175,3,0,0.175
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,6,2017-01-13,1,2017,2,1.83,0.05,1,0,0.05
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,18,2016-08-09,8,2016,2,5.58,0.245,3,0.245,0
38,"bemasoa","Decapterus sp.",NA,"Decapterus",1,2,2016-07-22,7,2016,3,5.1,0.04,1,0,0.04
